file,category,bpm,key,duration_sec,release_score,mix_score,master_score,arrangement_score,peak_db,rms_db,dynamic_range_db,clipping,low_end_total,mid_total,top_total,sub,bass_808,mud,low_mids,mids_melody,harsh_zone,highs,air,brightness,drum_activity,onset_density,top_problem,stem_vocal_to_beat_db,stem_bass_to_vocal_db,stem_melody_presence_score
Southsidesilhouette - Triple Double.wav,Southsidesilhouette,137.2,D# Minor,126.42,83,86,86,75,0.0,-8.33,8.33,True,31.24,41.65,27.12,16.8,14.43,13.36,14.16,14.13,13.52,13.69,13.42,High,High,5.19,Clipping detected: 586 samples are near/over the limit.,,,
Southsidesilhouette - Undefeated.wav,Southsidesilhouette,127.84,F# Minor,145.1,84,86,86,81,0.0,-7.49,7.49,True,31.86,41.8,26.34,17.19,14.66,13.82,14.01,13.97,12.95,13.54,12.81,Medium,High,5.53,Clipping detected: 66 samples are near/over the limit.,,,
Southsidesilhouette - Untouchable.wav,Southsidesilhouette,127.84,D Minor,148.92,83,86,86,75,0.0,-7.38,7.38,True,31.36,42.72,25.91,16.87,14.49,14.24,14.59,13.89,12.92,13.62,12.3,Medium,High,5.19,Clipping detected: 831 samples are near/over the limit.,,,
Southsidesilhouette - Upgrade.wav,Southsidesilhouette,133.93,D# Major,146.24,83,86,86,75,0.0,-11.54,11.54,True,30.93,42.78,26.28,16.72,14.22,14.8,14.23,13.75,13.0,13.72,12.56,Medium,High,6.15,Clipping detected: 142 samples are near/over the limit.,,,
Southsidesilhouette - WITH ME.wav,Southsidesilhouette,119.68,C# Minor,146.62,79,81,81,75,0.0,-7.51,7.51,True,31.76,42.21,26.03,16.82,14.94,14.38,13.97,13.86,13.3,13.76,12.27,Medium,High,4.8,Clipping detected: 8217 samples are near/over the limit.,,,
Southsidesilhouette - Workworkwork.wav,Southsidesilhouette,152.03,E Minor,103.14,79,81,81,75,0.0,-6.01,6.01,True,31.85,42.44,25.71,16.53,15.32,14.52,14.11,13.81,13.01,13.27,12.43,Medium,High,5.68,Clipping detected: 18203 samples are near/over the limit.,,,
Southsidesilhouette - all on me.wav,Southsidesilhouette,127.84,D# Minor,136.05,83,86,86,75,-0.0,-6.58,6.58,True,31.26,42.89,25.85,16.79,14.47,14.44,14.61,13.84,12.81,13.48,12.37,Medium,High,5.82,Clipping detected: 1932 samples are near/over the limit.,,,
Southsidesilhouette - american r.i.c.o.wav,Southsidesilhouette,144.23,C# Minor,172.23,83,86,86,75,-0.0,-8.39,8.39,True,31.72,42.14,26.14,16.92,14.8,14.1,14.27,13.77,13.08,13.76,12.39,Medium,High,5.74,Clipping detected: 884 samples are near/over the limit.,,,
Southsidesilhouette - blue.wav,Southsidesilhouette,152.03,C# Minor,164.34,83,86,86,75,0.0,-8.0,8.0,True,31.35,41.83,26.82,16.59,14.76,14.08,14.06,13.7,13.33,13.9,12.92,Medium,High,5.68,Clipping detected: 1007 samples are near/over the limit.,,,
Southsidesilhouette - business man.wav,Southsidesilhouette,144.23,G# Minor,134.04,83,86,86,75,-0.0,-7.58,7.58,True,31.46,42.27,26.27,16.69,14.77,14.12,14.37,13.78,13.13,13.36,12.91,Medium,High,3.55,Clipping detected: 507 samples are near/over the limit.,,,
Southsidesilhouette - demands.wav,Southsidesilhouette,130.81,D Minor,133.43,88,94,94,75,-0.63,-9.6,8.97,False,31.33,42.16,26.52,17.01,14.31,14.01,14.31,13.83,13.04,13.83,12.69,Medium,High,6.12,Mud range is elevated around 250-500 Hz.,,,
Southsidesilhouette - do this.wav,Southsidesilhouette,130.81,E Minor,103.84,88,94,94,75,-2.91,-13.44,10.54,False,32.27,42.14,25.59,17.15,15.12,13.99,14.29,13.85,12.7,13.23,12.36,Medium,High,6.68,Mud range is elevated around 250-500 Hz.,,,
Southsidesilhouette - doing better.wav,Southsidesilhouette,148.03,C Major,104.83,83,86,86,75,0.0,-10.89,10.89,True,31.14,41.93,26.93,15.82,15.32,13.91,14.28,13.74,12.95,13.79,13.14,Medium,High,4.52,Clipping detected: 506 samples are near/over the limit.,,,
Southsidesilhouette - focused.wav,Southsidesilhouette,125.0,G# Minor,145.62,81,81,81,81,0.0,-6.63,6.63,True,30.89,41.96,27.15,16.29,14.6,14.16,13.93,13.87,13.05,13.97,13.18,High,High,6.14,Clipping detected: 32783 samples are near/over the limit.,,,
Southsidesilhouette - growinpain.wav,Southsidesilhouette,152.03,D# Major,102.05,70,65,65,81,0.0,-4.79,4.79,True,32.34,41.54,26.12,17.6,14.74,13.9,14.29,13.35,13.0,13.8,12.32,Medium,High,5.06,Clipping detected: 9181 samples are near/over the limit.,,,
Southsidesilhouette - gta.wav,Southsidesilhouette,144.23,F# Major,108.33,79,81,81,75,-0.0,-6.67,6.67,True,31.22,42.18,26.6,16.45,14.76,14.25,14.04,13.89,13.26,13.88,12.72,Medium,High,6.84,Clipping detected: 5208 samples are near/over the limit.,,,
Southsidesilhouette - guap talk.wav,Southsidesilhouette,133.93,D Minor,172.42,84,86,86,81,-0.0,-15.38,15.38,True,30.24,42.1,27.65,15.52,14.72,14.05,14.13,13.93,13.27,14.39,13.26,High,High,6.53,Clipping detected: 491 samples are near/over the limit.,,,
Southsidesilhouette - how it seem.wav,Southsidesilhouette,130.81,C Major,162.64,72,70,70,75,0.0,-5.52,5.52,True,32.61,42.47,24.92,17.25,15.36,14.59,13.84,14.04,13.37,13.18,11.74,Medium,High,6.35,Clipping detected: 4941 samples are near/over the limit.,,,
Southsidesilhouette - howufeel.wav,Southsidesilhouette,178.57,C Major,153.04,83,86,86,75,-0.0,-6.98,6.98,True,31.66,42.14,26.2,16.67,14.99,14.2,14.54,13.4,12.78,13.33,12.87,Medium,High,5.43,Clipping detected: 951 samples are near/over the limit.,,,
