file,category,bpm,key,duration_sec,release_score,mix_score,master_score,arrangement_score,peak_db,rms_db,dynamic_range_db,clipping,low_end_total,mid_total,top_total,sub,bass_808,mud,low_mids,mids_melody,harsh_zone,highs,air,brightness,drum_activity,onset_density,top_problem,stem_vocal_to_beat_db,stem_bass_to_vocal_db,stem_melody_presence_score
BoofPaxkMooky - Outta Place.wav,BoofPaxkMooky,130.81,A Major,177.29,79,78,78,81,-5.14,-22.98,17.84,False,30.96,44.89,24.14,15.92,15.04,15.53,15.07,14.3,13.08,13.09,11.06,Medium,High,5.41,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Over Ho's.wav,BoofPaxkMooky,140.62,C Major,112.13,84,86,84,81,-2.78,-16.36,13.58,False,33.74,43.74,22.51,18.2,15.55,15.33,14.73,13.68,12.45,12.01,10.5,Low,High,4.58,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Picking up The Bro's.wav,BoofPaxkMooky,127.84,E Minor,226.66,82,86,84,75,-4.48,-19.32,14.84,False,32.06,44.64,23.3,16.57,15.49,15.78,14.65,14.21,12.97,12.16,11.14,Medium,High,4.09,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Plain.wav,BoofPaxkMooky,144.23,D Minor,92.77,80,86,86,65,0.0,-12.79,12.79,True,31.1,42.32,26.59,15.86,15.24,14.63,13.58,14.11,13.59,14.29,12.3,Medium,High,6.62,Clipping detected: 84 samples are near/over the limit.,,,
BoofPaxkMooky - Private.wav,BoofPaxkMooky,117.19,D# Minor,182.1,88,94,94,75,-1.11,-10.75,9.65,False,31.88,42.8,25.32,16.78,15.11,14.65,14.38,13.76,12.83,12.3,13.02,Medium,High,7.45,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - R U Serious.wav,BoofPaxkMooky,165.44,E Major,92.71,80,86,86,65,-0.0,-12.94,12.94,True,31.24,42.07,26.69,15.75,15.49,14.25,13.53,14.3,14.03,14.3,12.4,Medium,High,4.67,Clipping detected: 223 samples are near/over the limit.,,,
BoofPaxkMooky - Repair.wav,BoofPaxkMooky,130.81,E Minor,132.84,77,78,78,75,-3.22,-20.97,17.75,False,31.03,44.2,24.78,16.25,14.78,15.63,14.68,13.89,12.68,13.17,11.61,Medium,High,4.56,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Top 5.wav,BoofPaxkMooky,168.75,D# Minor,110.44,88,94,94,75,-2.85,-12.06,9.21,False,31.81,42.56,25.63,17.09,14.71,14.86,14.02,13.69,12.67,13.11,12.52,Medium,High,4.77,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Touchdown.wav,BoofPaxkMooky,170.45,E Major,227.83,88,94,94,75,-1.85,-13.25,11.4,False,32.46,44.2,23.34,17.89,14.58,15.49,14.38,14.33,12.85,12.28,11.06,Medium,High,5.32,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Uncomfortable.wav,BoofPaxkMooky,168.75,A# Major,186.96,88,94,94,75,-0.94,-13.02,12.08,False,31.61,42.61,25.79,16.11,15.5,14.8,14.3,13.5,12.37,12.31,13.48,High,High,6.76,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Wannabe.wav,BoofPaxkMooky,122.28,D# Minor,109.32,90,94,94,81,-1.72,-12.11,10.4,False,31.37,43.27,25.36,17.72,13.65,14.74,14.4,14.13,13.12,12.33,13.02,Medium,High,3.76,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Way2Clean.wav,BoofPaxkMooky,148.03,C# Minor,258.65,87,94,94,70,-2.5,-14.95,12.45,False,32.93,43.85,23.21,17.93,15.0,15.69,14.36,13.81,12.42,12.26,10.95,Low,High,5.0,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - What's Better.wav,BoofPaxkMooky,119.68,F Minor,146.52,82,86,84,75,-1.73,-16.83,15.1,False,31.34,43.83,24.84,17.32,14.02,14.87,14.59,14.36,13.24,13.26,11.58,Medium,High,6.12,Mud range is elevated around 250-500 Hz.,,,
BoofPaxkMooky - Who's Calling.wav,BoofPaxkMooky,138.32,E Major,125.78,82,86,84,75,-1.17,-16.42,15.24,False,33.43,43.07,23.5,17.19,16.24,15.28,14.03,13.76,12.56,12.8,10.7,Low,High,4.24,Mud range is elevated around 250-500 Hz.,,,
